92 1656673371 315.000000 -1.000000 -101.000000 0.000000 0.000000
92 1656673372 315.000000 -1.000000 -101.000000 0.000000 0.000000
92 1656673373 315.000000 -1.000000 -101.000000 0.000000 0.000000
92 1656673374 315.000000 -1.000000 -101.000000 0.000000 0.000000
92 1656673375 315.000000 -1.000000 -101.000000 0.000000 0.000000
92 1656673376 513.600000 -1.000000 -101.000000 0.000000 0.000000
92 1656673377 513.600000 -1.000000 -101.000000 0.000000 0.000000
92 1656673378 513.600000 -1.000000 -101.000000 0.000000 0.000000
101 1656673376 10.200000 -1.000000 -101.000000 0.000000 0.000000
101 1656673377 10.200000 -1.000000 -101.000000 0.000000 0.000000
101 1656673378 10.200000 -1.000000 -101.000000 0.000000 0.000000
92 1656673379 513.600000 -1.000000 -101.000000 0.000000 0.000000
92 1656673380 513.600000 -1.000000 -101.000000 0.000000 0.000000
92 1656673381 638.400000 -1.000000 -101.000000 0.000000 0.000000
92 1656673382 638.400000 -1.000000 -101.000000 0.000000 0.000000
92 1656673383 638.400000 -1.000000 -101.000000 0.000000 0.000000
101 1656673379 10.200000 -1.000000 -101.000000 0.000000 0.000000
101 1656673380 10.200000 -1.000000 -101.000000 0.000000 0.000000
101 1656673381 16.800000 -1.000000 -101.000000 0.000000 0.000000
101 1656673382 16.800000 -1.000000 -101.000000 0.000000 0.000000
101 1656673383 16.800000 -1.000000 -101.000000 0.000000 0.000000
92 1656673384 638.400000 -1.000000 -101.000000 0.000000 0.000000
92 1656673385 638.400000 -1.000000 -101.000000 0.000000 0.000000
92 1656673386 668.800000 -1.000000 -101.000000 0.000000 0.000000
92 1656673387 668.800000 -1.000000 -101.000000 0.000000 0.000000
92 1656673388 668.800000 -1.000000 -101.000000 0.000000 0.000000
101 1656673384 16.800000 -1.000000 -101.000000 0.000000 0.000000
101 1656673385 16.800000 -1.000000 -101.000000 0.000000 0.000000
101 1656673386 17.600000 -1.000000 -101.000000 0.000000 0.000000
101 1656673387 17.600000 -1.000000 -101.000000 0.000000 0.000000
101 1656673388 17.600000 -1.000000 -101.000000 0.000000 0.000000
92 1656673389 668.800000 -1.000000 -101.000000 0.000000 0.000000
92 1656673390 668.800000 -1.000000 -101.000000 0.000000 0.000000
92 1656673391 729.600000 -1.000000 -101.000000 0.000000 0.000000
92 1656673392 729.600000 -1.000000 -101.000000 0.000000 0.000000
92 1656673393 729.600000 -1.000000 -101.000000 0.000000 0.000000
101 1656673389 17.600000 -1.000000 -101.000000 0.000000 0.000000
101 1656673390 17.600000 -1.000000 -101.000000 0.000000 0.000000
101 1656673391 19.200000 -1.000000 -101.000000 0.000000 0.000000
101 1656673392 19.200000 -1.000000 -101.000000 0.000000 0.000000
101 1656673393 19.200000 -1.000000 -101.000000 0.000000 0.000000
92 1656673394 729.600000 -1.000000 -101.000000 0.000000 0.000000
92 1656673395 729.600000 -1.000000 -101.000000 0.000000 0.000000
92 1656673396 722.000000 -1.000000 -101.000000 0.000000 0.000000
92 1656673397 722.000000 -1.000000 -101.000000 0.000000 0.000000
92 1656673398 722.000000 -1.000000 -101.000000 0.000000 0.000000
101 1656673394 19.200000 -1.000000 -101.000000 0.000000 0.000000
101 1656673395 19.200000 -1.000000 -101.000000 0.000000 0.000000
101 1656673396 19.000000 -1.000000 -101.000000 0.000000 0.000000
101 1656673397 19.000000 -1.000000 -101.000000 0.000000 0.000000
101 1656673398 19.000000 -1.000000 -101.000000 0.000000 0.000000
92 1656673399 722.000000 -1.000000 -101.000000 0.000000 0.000000
92 1656673400 722.000000 -1.000000 -101.000000 0.000000 0.000000
92 1656673401 706.800000 -1.000000 -101.000000 0.000000 0.000000
92 1656673402 706.800000 -1.000000 -101.000000 0.000000 0.000000
